ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Furnished_Status_encoded,Public_Transport_Accessibility_encoded,Parking_Space_encoded,Security_encoded,Availability_Status_encoded
116670,Karnataka,Bangalore,Locality_410,Villa,2,2861,66.34,0.02,2002,Semi-furnished,13,10,23,1,7,Low,No,No,"Garden, Gym, Playground, Clubhouse, Pool",West,Broker,Ready_to_Move,0.5,0.0,0,0,0
116734,Karnataka,Bangalore,Locality_339,Independent House,2,2656,85.06,0.03,2001,Unfurnished,16,20,24,3,7,Low,Yes,No,"Pool, Playground, Garden, Gym, Clubhouse",East,Owner,Under_Construction,0.0,0.0,1,0,1
116764,Karnataka,Bangalore,Locality_488,Apartment,2,4555,122.19,0.03,1999,Unfurnished,14,2,26,3,5,High,No,Yes,Clubhouse,South,Broker,Under_Construction,0.0,1.0,0,1,1
116800,Karnataka,Bangalore,Locality_476,Apartment,1,4102,25.33,0.01,2019,Unfurnished,5,5,6,4,8,High,No,Yes,"Pool, Clubhouse, Gym, Garden",North,Owner,Under_Construction,0.0,1.0,0,1,1
116819,Karnataka,Bangalore,Locality_20,Independent House,4,2070,446.85,0.22,2007,Semi-furnished,15,7,18,8,4,Medium,Yes,No,"Clubhouse, Gym",South,Owner,Under_Construction,0.5,0.5,1,0,1
116825,Karnataka,Bangalore,Locality_473,Independent House,3,3889,253.11,0.07,2005,Furnished,28,3,20,1,2,Low,No,Yes,"Gym, Garden",South,Broker,Under_Construction,1.0,0.0,0,1,1
116831,Karnataka,Bangalore,Locality_325,Independent House,5,2515,314.79,0.13,1997,Furnished,27,25,28,3,2,Low,No,Yes,"Clubhouse, Pool, Garden",East,Owner,Under_Construction,1.0,0.0,0,1,1
116837,Karnataka,Bangalore,Locality_258,Apartment,1,1492,393.72,0.26,1997,Unfurnished,5,9,28,8,1,Low,Yes,Yes,"Gym, Playground, Clubhouse",South,Owner,Under_Construction,0.0,0.0,1,1,1
116961,Karnataka,Bangalore,Locality_337,Independent House,4,4245,228.16,0.05,2014,Semi-furnished,27,2,11,8,1,Medium,No,No,"Clubhouse, Garden, Playground, Pool, Gym",South,Owner,Ready_to_Move,0.5,0.5,0,0,0
116980,Karnataka,Bangalore,Locality_55,Apartment,1,2253,477.75,0.21,1998,Unfurnished,6,21,27,8,7,Low,Yes,Yes,"Pool, Gym, Playground, Clubhouse",West,Owner,Ready_to_Move,0.0,0.0,1,1,0
117108,Karnataka,Bangalore,Locality_191,Apartment,1,3776,126.37,0.03,1991,Semi-furnished,14,23,34,10,10,Medium,Yes,No,Pool,North,Builder,Under_Construction,0.5,0.5,1,0,1
117151,Karnataka,Bangalore,Locality_439,Villa,2,1527,395.53,0.26,2010,Furnished,21,11,15,6,2,Low,No,Yes,Clubhouse,South,Broker,Ready_to_Move,1.0,0.0,0,1,0
117280,Karnataka,Bangalore,Locality_167,Apartment,2,836,167.03,0.2,1990,Furnished,18,5,35,9,8,Low,Yes,Yes,"Gym, Playground",South,Broker,Under_Construction,1.0,0.0,1,1,1
117305,Karnataka,Bangalore,Locality_457,Villa,1,4705,282.71,0.06,2018,Furnished,16,26,7,9,10,Medium,Yes,Yes,"Clubhouse, Garden, Gym, Pool, Playground",North,Builder,Under_Construction,1.0,0.5,1,1,1
117351,Karnataka,Bangalore,Locality_287,Independent House,4,3812,401.38,0.11,2019,Unfurnished,27,16,6,5,6,Low,No,No,"Playground, Clubhouse, Gym, Garden, Pool",East,Builder,Ready_to_Move,0.0,0.0,0,0,0
117388,Karnataka,Bangalore,Locality_133,Apartment,5,1542,481.43,0.31,2013,Unfurnished,9,15,12,10,3,Low,Yes,No,"Clubhouse, Garden, Pool",North,Builder,Under_Construction,0.0,0.0,1,0,1
117501,Karnataka,Bangalore,Locality_34,Villa,5,4872,374.61,0.08,1994,Unfurnished,3,8,31,1,8,High,Yes,Yes,"Playground, Pool, Gym, Garden, Clubhouse",West,Builder,Ready_to_Move,0.0,1.0,1,1,0
117527,Karnataka,Bangalore,Locality_126,Independent House,1,928,251.78,0.27,2011,Furnished,21,25,14,7,7,Low,No,Yes,Garden,East,Owner,Under_Construction,1.0,0.0,0,1,1
117539,Karnataka,Bangalore,Locality_190,Independent House,5,4688,249.74,0.05,2017,Furnished,7,7,8,2,9,High,No,Yes,"Garden, Playground",East,Owner,Ready_to_Move,1.0,1.0,0,1,0
117656,Karnataka,Bangalore,Locality_316,Apartment,5,4287,199.35,0.05,2000,Semi-furnished,24,6,25,7,2,Medium,Yes,No,"Playground, Pool",East,Builder,Under_Construction,0.5,0.5,1,0,1
117820,Karnataka,Bangalore,Locality_455,Independent House,2,1699,163.91,0.1,2001,Furnished,13,24,24,10,6,Low,Yes,Yes,Pool,East,Builder,Under_Construction,1.0,0.0,1,1,1
117957,Karnataka,Bangalore,Locality_306,Independent House,5,2752,166.9,0.06,1991,Semi-furnished,26,7,34,7,3,Low,No,No,"Playground, Garden, Clubhouse, Pool, Gym",East,Owner,Ready_to_Move,0.5,0.0,0,0,0
117960,Karnataka,Bangalore,Locality_197,Villa,1,1178,380.62,0.32,2017,Semi-furnished,19,5,8,7,2,High,Yes,No,"Garden, Gym, Pool, Clubhouse",South,Owner,Under_Construction,0.5,1.0,1,0,1
117980,Karnataka,Bangalore,Locality_392,Villa,1,3261,300.76,0.09,2001,Furnished,24,12,24,2,6,High,No,No,"Gym, Playground",North,Builder,Under_Construction,1.0,1.0,0,0,1
118009,Karnataka,Bangalore,Locality_456,Apartment,3,804,93.86,0.12,2015,Furnished,19,4,10,9,3,Low,Yes,Yes,"Gym, Garden, Clubhouse",South,Builder,Under_Construction,1.0,0.0,1,1,1
118019,Karnataka,Bangalore,Locality_338,Independent House,4,3691,140.69,0.04,2018,Unfurnished,12,6,7,10,8,High,No,No,"Garden, Gym, Playground, Clubhouse",West,Broker,Under_Construction,0.0,1.0,0,0,1
118035,Karnataka,Bangalore,Locality_104,Independent House,2,756,77.46,0.1,1996,Unfurnished,27,1,29,9,2,Low,No,Yes,Pool,West,Builder,Ready_to_Move,0.0,0.0,0,1,0
118059,Karnataka,Bangalore,Locality_161,Villa,5,1651,205.01,0.12,2010,Semi-furnished,20,21,15,10,9,Low,Yes,Yes,"Playground, Clubhouse, Garden, Gym",West,Builder,Under_Construction,0.5,0.0,1,1,1
118121,Karnataka,Bangalore,Locality_341,Villa,3,1783,322.83,0.18,2004,Furnished,11,26,21,7,4,High,Yes,No,"Garden, Pool",West,Owner,Ready_to_Move,1.0,1.0,1,0,0
118134,Karnataka,Bangalore,Locality_21,Independent House,2,1874,265.4,0.14,2006,Furnished,25,19,19,10,1,High,No,Yes,"Clubhouse, Pool, Playground, Garden",West,Broker,Ready_to_Move,1.0,1.0,0,1,0
118179,Karnataka,Bangalore,Locality_119,Villa,4,4936,323.86,0.07,2013,Furnished,1,7,12,4,6,High,Yes,Yes,"Garden, Playground, Gym",South,Owner,Under_Construction,1.0,1.0,1,1,1
118332,Karnataka,Bangalore,Locality_193,Apartment,2,3780,451.55,0.12,2007,Semi-furnished,12,24,18,3,5,Low,Yes,Yes,"Pool, Gym",South,Owner,Ready_to_Move,0.5,0.0,1,1,0
118494,Karnataka,Bangalore,Locality_435,Independent House,1,947,32.44,0.03,2011,Furnished,24,29,14,9,2,Medium,Yes,No,"Gym, Clubhouse, Pool",West,Builder,Under_Construction,1.0,0.5,1,0,1
118506,Karnataka,Bangalore,Locality_379,Villa,1,800,478.55,0.6,1993,Semi-furnished,0,12,32,3,3,Low,No,Yes,"Garden, Gym, Playground, Pool, Clubhouse",West,Broker,Under_Construction,0.5,0.0,0,1,1
118542,Karnataka,Bangalore,Locality_72,Apartment,2,3571,19.38,0.01,1996,Unfurnished,9,24,29,8,3,Medium,Yes,Yes,"Playground, Pool, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move,0.0,0.5,1,1,0
118616,Karnataka,Bangalore,Locality_179,Villa,1,3107,455.45,0.15,2015,Semi-furnished,29,27,10,10,7,High,No,Yes,"Garden, Gym, Pool",North,Owner,Under_Construction,0.5,1.0,0,1,1
118673,Karnataka,Bangalore,Locality_446,Independent House,1,2453,200.16,0.08,2002,Furnished,6,24,23,6,4,Low,No,Yes,Clubhouse,South,Broker,Ready_to_Move,1.0,0.0,0,1,0
118706,Karnataka,Bangalore,Locality_317,Independent House,5,1016,35.49,0.03,1997,Semi-furnished,6,12,28,9,2,Medium,No,No,"Pool, Gym, Clubhouse, Garden, Playground",West,Broker,Under_Construction,0.5,0.5,0,0,1
118742,Karnataka,Bangalore,Locality_385,Apartment,1,4491,415.05,0.09,2005,Unfurnished,3,23,20,9,10,Medium,Yes,Yes,"Clubhouse, Playground, Gym, Pool",West,Broker,Ready_to_Move,0.0,0.5,1,1,0
118749,Karnataka,Bangalore,Locality_157,Apartment,5,963,63.23,0.07,1997,Semi-furnished,18,8,28,9,6,Medium,No,No,Clubhouse,East,Builder,Ready_to_Move,0.5,0.5,0,0,0
118757,Karnataka,Bangalore,Locality_271,Independent House,4,2184,274.01,0.13,1991,Unfurnished,17,26,34,7,1,Low,No,No,"Pool, Clubhouse, Garden, Playground, Gym",East,Broker,Under_Construction,0.0,0.0,0,0,1
118814,Karnataka,Bangalore,Locality_248,Apartment,5,4426,283.27,0.06,2001,Semi-furnished,17,23,24,4,9,Low,No,No,Clubhouse,West,Owner,Ready_to_Move,0.5,0.0,0,0,0
118923,Karnataka,Bangalore,Locality_263,Apartment,2,1496,27.59,0.02,2022,Furnished,27,18,3,10,3,High,Yes,No,"Playground, Gym, Garden, Clubhouse",South,Builder,Under_Construction,1.0,1.0,1,0,1
119060,Karnataka,Bangalore,Locality_181,Apartment,3,750,477.83,0.64,1996,Furnished,7,12,29,9,3,Medium,Yes,Yes,Playground,East,Broker,Under_Construction,1.0,0.5,1,1,1
119138,Karnataka,Bangalore,Locality_400,Independent House,3,2847,482.23,0.17,2022,Furnished,18,2,3,7,10,High,Yes,No,"Pool, Clubhouse, Gym, Garden, Playground",East,Broker,Ready_to_Move,1.0,1.0,1,0,0
119170,Karnataka,Bangalore,Locality_241,Apartment,2,874,459.67,0.53,2010,Unfurnished,14,30,15,4,1,Medium,No,No,"Gym, Clubhouse",South,Broker,Under_Construction,0.0,0.5,0,0,1
119233,Karnataka,Bangalore,Locality_224,Apartment,2,3329,103.94,0.03,2009,Unfurnished,2,19,16,6,2,High,No,Yes,"Clubhouse, Pool, Playground",East,Owner,Ready_to_Move,0.0,1.0,0,1,0
119414,Karnataka,Bangalore,Locality_135,Villa,5,2357,103.73,0.04,2020,Semi-furnished,29,14,5,5,5,Low,No,Yes,Gym,South,Builder,Ready_to_Move,0.5,0.0,0,1,0
119419,Karnataka,Bangalore,Locality_423,Villa,2,1109,250.24,0.23,2012,Unfurnished,27,6,13,7,10,Low,Yes,Yes,"Garden, Pool, Gym",North,Builder,Ready_to_Move,0.0,0.0,1,1,0
119610,Karnataka,Bangalore,Locality_450,Independent House,1,1645,228.22,0.14,2009,Unfurnished,17,15,16,9,1,Medium,No,Yes,"Pool, Playground",West,Broker,Under_Construction,0.0,0.5,0,1,1
119666,Karnataka,Bangalore,Locality_111,Villa,4,2177,453.44,0.21,2006,Semi-furnished,6,11,19,3,2,Low,No,No,Pool,North,Owner,Ready_to_Move,0.5,0.0,0,0,0
119710,Karnataka,Bangalore,Locality_4,Villa,2,4745,180.81,0.04,1991,Unfurnished,8,11,34,2,5,High,Yes,Yes,"Garden, Clubhouse, Pool, Playground, Gym",East,Builder,Ready_to_Move,0.0,1.0,1,1,0
119718,Karnataka,Bangalore,Locality_50,Independent House,2,534,210.64,0.39,1992,Furnished,3,3,33,10,9,High,No,Yes,"Gym, Clubhouse, Playground, Garden",East,Builder,Ready_to_Move,1.0,1.0,0,1,0
119730,Karnataka,Bangalore,Locality_249,Independent House,4,3897,436.02,0.11,2005,Unfurnished,5,17,20,9,5,High,No,No,"Playground, Garden",East,Owner,Ready_to_Move,0.0,1.0,0,0,0
119913,Karnataka,Bangalore,Locality_190,Villa,3,1717,59.02,0.03,2015,Furnished,19,16,10,1,5,Medium,Yes,No,"Pool, Playground, Clubhouse, Garden",West,Owner,Ready_to_Move,1.0,0.5,1,0,0
119967,Karnataka,Bangalore,Locality_363,Villa,1,3749,497.38,0.13,2005,Furnished,25,4,20,8,1,Medium,Yes,Yes,"Gym, Garden, Playground",South,Owner,Ready_to_Move,1.0,0.5,1,1,0
119978,Karnataka,Bangalore,Locality_467,Independent House,4,1609,17.47,0.01,1992,Unfurnished,1,15,33,7,4,Medium,No,No,Clubhouse,East,Broker,Under_Construction,0.0,0.5,0,0,1
119990,Karnataka,Bangalore,Locality_215,Apartment,5,1523,234.34,0.15,2020,Furnished,13,2,5,2,6,Medium,No,Yes,Pool,West,Broker,Under_Construction,1.0,0.5,0,1,1
119996,Karnataka,Bangalore,Locality_137,Villa,5,4040,440.66,0.11,2008,Semi-furnished,11,8,17,7,8,High,No,No,Gym,North,Builder,Ready_to_Move,0.5,1.0,0,0,0
120046,Karnataka,Bangalore,Locality_404,Independent House,1,922,401.04,0.43,2005,Furnished,0,15,20,2,1,Medium,Yes,Yes,"Playground, Clubhouse",North,Broker,Under_Construction,1.0,0.5,1,1,1
120095,Karnataka,Bangalore,Locality_203,Apartment,3,4356,400.07,0.09,2006,Semi-furnished,17,6,19,2,7,Medium,No,Yes,Garden,South,Owner,Under_Construction,0.5,0.5,0,1,1
120109,Karnataka,Bangalore,Locality_385,Apartment,2,4028,405.7,0.1,2016,Unfurnished,4,25,9,1,1,High,No,Yes,"Gym, Clubhouse, Playground",North,Broker,Under_Construction,0.0,1.0,0,1,1
120144,Karnataka,Bangalore,Locality_383,Villa,3,2202,313.45,0.14,2009,Unfurnished,22,24,16,3,1,High,Yes,No,Clubhouse,East,Owner,Ready_to_Move,0.0,1.0,1,0,0
120173,Karnataka,Bangalore,Locality_416,Apartment,3,601,322.91,0.54,2016,Semi-furnished,19,5,9,8,6,High,Yes,No,"Pool, Garden",North,Builder,Ready_to_Move,0.5,1.0,1,0,0
120174,Karnataka,Bangalore,Locality_409,Apartment,1,2205,459.08,0.21,2012,Unfurnished,13,15,13,2,2,Medium,Yes,No,"Playground, Garden",South,Broker,Under_Construction,0.0,0.5,1,0,1
120207,Karnataka,Bangalore,Locality_159,Apartment,5,4518,491.26,0.11,2002,Furnished,28,11,23,5,4,Low,No,Yes,"Pool, Garden, Gym",South,Owner,Under_Construction,1.0,0.0,0,1,1
120361,Karnataka,Bangalore,Locality_180,Independent House,4,2611,318.4,0.12,2023,Unfurnished,12,28,2,4,5,Low,Yes,No,"Clubhouse, Gym, Playground, Pool, Garden",East,Builder,Under_Construction,0.0,0.0,1,0,1
120379,Karnataka,Bangalore,Locality_246,Villa,5,2060,408.31,0.2,2013,Unfurnished,7,20,12,4,5,Low,No,No,"Garden, Pool",North,Broker,Ready_to_Move,0.0,0.0,0,0,0
120446,Karnataka,Bangalore,Locality_398,Apartment,5,2207,278.71,0.13,2002,Unfurnished,27,14,23,5,2,Medium,Yes,No,Clubhouse,West,Builder,Ready_to_Move,0.0,0.5,1,0,0
120448,Karnataka,Bangalore,Locality_187,Independent House,5,3644,143.79,0.04,2019,Unfurnished,14,22,6,6,5,Low,No,Yes,"Gym, Pool, Playground",West,Owner,Ready_to_Move,0.0,0.0,0,1,0
120474,Karnataka,Bangalore,Locality_35,Apartment,2,4315,387.12,0.09,2000,Furnished,2,12,25,6,10,High,No,Yes,"Garden, Pool",East,Owner,Under_Construction,1.0,1.0,0,1,1
120529,Karnataka,Bangalore,Locality_97,Villa,2,3572,197.13,0.06,2016,Furnished,1,25,9,5,8,Low,No,No,"Garden, Pool, Clubhouse, Playground",East,Builder,Ready_to_Move,1.0,0.0,0,0,0
120581,Karnataka,Bangalore,Locality_271,Independent House,1,3917,215.57,0.06,2015,Unfurnished,9,27,10,4,2,Low,Yes,Yes,"Clubhouse, Garden, Gym, Pool, Playground",East,Broker,Ready_to_Move,0.0,0.0,1,1,0
120606,Karnataka,Bangalore,Locality_245,Independent House,1,4250,115.78,0.03,2010,Furnished,8,18,15,5,10,Low,Yes,No,"Gym, Pool",South,Broker,Under_Construction,1.0,0.0,1,0,1
120628,Karnataka,Bangalore,Locality_118,Independent House,5,3957,392.8,0.1,1996,Semi-furnished,29,26,29,6,2,Medium,No,Yes,"Playground, Clubhouse, Garden, Pool",South,Broker,Under_Construction,0.5,0.5,0,1,1
120710,Karnataka,Bangalore,Locality_438,Apartment,4,4648,474.69,0.1,1999,Furnished,5,15,26,8,4,Low,No,Yes,Garden,South,Broker,Ready_to_Move,1.0,0.0,0,1,0
120743,Karnataka,Bangalore,Locality_381,Independent House,4,1110,88.27,0.08,2010,Unfurnished,14,30,15,5,2,Low,No,No,"Gym, Garden",West,Builder,Under_Construction,0.0,0.0,0,0,1
120843,Karnataka,Bangalore,Locality_162,Villa,4,4739,272.59,0.06,2011,Furnished,14,8,14,3,4,Low,No,No,"Garden, Clubhouse, Playground, Pool, Gym",West,Broker,Under_Construction,1.0,0.0,0,0,1
120986,Karnataka,Bangalore,Locality_49,Apartment,4,1257,468.82,0.37,2001,Semi-furnished,3,4,24,6,7,Medium,No,No,"Clubhouse, Pool, Playground, Garden",North,Builder,Under_Construction,0.5,0.5,0,0,1
121045,Karnataka,Bangalore,Locality_13,Apartment,5,2934,387.48,0.13,2013,Furnished,4,15,12,1,2,Medium,Yes,No,Gym,South,Broker,Ready_to_Move,1.0,0.5,1,0,0
121096,Karnataka,Bangalore,Locality_243,Villa,1,3733,81.27,0.02,2011,Unfurnished,23,28,14,6,2,Low,No,Yes,"Pool, Clubhouse",East,Builder,Under_Construction,0.0,0.0,0,1,1
121104,Karnataka,Bangalore,Locality_136,Villa,3,3229,39.16,0.01,2012,Unfurnished,24,25,13,8,3,Low,Yes,Yes,"Playground, Pool, Gym, Clubhouse",South,Broker,Under_Construction,0.0,0.0,1,1,1
121120,Karnataka,Bangalore,Locality_20,Apartment,1,3906,269.54,0.07,2008,Semi-furnished,13,26,17,5,6,Medium,No,No,"Gym, Clubhouse, Pool",South,Builder,Under_Construction,0.5,0.5,0,0,1
121155,Karnataka,Bangalore,Locality_449,Independent House,2,3524,83.99,0.02,2007,Semi-furnished,22,10,18,8,9,Low,No,No,"Gym, Pool, Clubhouse, Playground",South,Owner,Under_Construction,0.5,0.0,0,0,1
121200,Karnataka,Bangalore,Locality_30,Apartment,4,4332,30.89,0.01,2006,Semi-furnished,21,7,19,8,9,Low,No,Yes,"Playground, Garden",East,Broker,Under_Construction,0.5,0.0,0,1,1
121298,Karnataka,Bangalore,Locality_362,Apartment,3,2557,284.81,0.11,1997,Furnished,21,12,28,5,10,Low,No,Yes,Playground,South,Owner,Under_Construction,1.0,0.0,0,1,1
121416,Karnataka,Bangalore,Locality_71,Independent House,2,832,480.42,0.58,1994,Unfurnished,7,11,31,10,1,Low,No,No,Gym,West,Builder,Under_Construction,0.0,0.0,0,0,1
121516,Karnataka,Bangalore,Locality_145,Independent House,2,1534,472.63,0.31,1990,Unfurnished,10,22,35,3,3,High,Yes,Yes,Playground,North,Owner,Ready_to_Move,0.0,1.0,1,1,0
121542,Karnataka,Bangalore,Locality_100,Independent House,2,3554,96.3,0.03,2023,Semi-furnished,14,12,2,9,6,Low,Yes,No,Playground,North,Builder,Ready_to_Move,0.5,0.0,1,0,0
121645,Karnataka,Bangalore,Locality_133,Independent House,1,641,485.06,0.76,2014,Semi-furnished,7,19,11,10,10,High,No,Yes,Pool,South,Owner,Ready_to_Move,0.5,1.0,0,1,0
121901,Karnataka,Bangalore,Locality_386,Independent House,2,1509,200.68,0.13,2011,Unfurnished,9,6,14,9,8,High,Yes,Yes,"Pool, Playground, Garden, Gym, Clubhouse",South,Owner,Ready_to_Move,0.0,1.0,1,1,0
121924,Karnataka,Bangalore,Locality_441,Apartment,1,1261,447.56,0.35,1995,Furnished,2,18,30,8,4,Low,Yes,No,"Garden, Pool",North,Owner,Under_Construction,1.0,0.0,1,0,1
121977,Karnataka,Bangalore,Locality_246,Apartment,3,3195,132.22,0.04,2013,Unfurnished,19,25,12,9,8,Low,No,No,Garden,West,Builder,Under_Construction,0.0,0.0,0,0,1
121999,Karnataka,Bangalore,Locality_401,Independent House,1,2298,462.52,0.2,2017,Furnished,17,26,8,1,10,High,No,Yes,"Garden, Clubhouse",West,Owner,Under_Construction,1.0,1.0,0,1,1
122054,Karnataka,Bangalore,Locality_309,Apartment,5,4369,285.18,0.07,2000,Semi-furnished,28,12,25,3,2,Low,Yes,Yes,"Garden, Clubhouse, Playground, Pool",North,Broker,Ready_to_Move,0.5,0.0,1,1,0
122144,Karnataka,Bangalore,Locality_246,Apartment,4,4394,181.64,0.04,2010,Unfurnished,14,18,15,2,10,Medium,No,Yes,"Garden, Gym, Pool, Playground, Clubhouse",West,Owner,Under_Construction,0.0,0.5,0,1,1
122161,Karnataka,Bangalore,Locality_37,Independent House,2,3753,169.02,0.05,2001,Semi-furnished,12,26,24,10,8,Medium,No,No,"Garden, Gym",North,Broker,Under_Construction,0.5,0.5,0,0,1
122215,Karnataka,Bangalore,Locality_144,Villa,4,3306,74.87,0.02,2019,Furnished,4,27,6,10,7,High,Yes,No,"Garden, Gym, Clubhouse, Playground, Pool",West,Broker,Ready_to_Move,1.0,1.0,1,0,0
122306,Karnataka,Bangalore,Locality_447,Villa,5,1853,64.7,0.03,2015,Furnished,26,19,10,4,3,Low,No,Yes,"Playground, Clubhouse, Gym, Pool",North,Owner,Ready_to_Move,1.0,0.0,0,1,0
122353,Karnataka,Bangalore,Locality_488,Villa,4,2196,167.49,0.08,2016,Semi-furnished,4,27,9,4,6,Low,Yes,No,Clubhouse,South,Broker,Ready_to_Move,0.5,0.0,1,0,0
122445,Karnataka,Bangalore,Locality_397,Villa,3,3063,430.75,0.14,2022,Unfurnished,9,18,3,4,8,Medium,Yes,No,"Pool, Clubhouse, Garden",North,Owner,Under_Construction,0.0,0.5,1,0,1
122469,Karnataka,Bangalore,Locality_421,Villa,3,1892,379.62,0.2,2008,Furnished,13,27,17,4,3,Low,Yes,Yes,"Playground, Clubhouse, Pool, Gym",South,Owner,Ready_to_Move,1.0,0.0,1,1,0
122534,Karnataka,Bangalore,Locality_142,Villa,5,3122,78.11,0.03,1994,Furnished,11,17,31,10,5,Low,Yes,No,"Garden, Playground, Gym",North,Broker,Under_Construction,1.0,0.0,1,0,1
122619,Karnataka,Bangalore,Locality_280,Villa,1,2524,145.38,0.06,1997,Unfurnished,5,18,28,8,7,Medium,Yes,No,Playground,West,Owner,Ready_to_Move,0.0,0.5,1,0,0
122688,Karnataka,Bangalore,Locality_214,Villa,1,3896,381.22,0.1,1993,Semi-furnished,2,1,32,8,3,Low,No,Yes,"Pool, Playground",North,Owner,Under_Construction,0.5,0.0,0,1,1
122707,Karnataka,Bangalore,Locality_299,Apartment,3,4564,336.29,0.07,2005,Furnished,17,25,20,8,9,Low,No,Yes,"Garden, Pool, Playground",South,Owner,Under_Construction,1.0,0.0,0,1,1
122796,Karnataka,Bangalore,Locality_9,Apartment,1,773,20.78,0.03,2019,Furnished,8,29,6,7,2,Medium,No,No,Clubhouse,West,Owner,Ready_to_Move,1.0,0.5,0,0,0
122924,Karnataka,Bangalore,Locality_346,Villa,3,4231,10.59,0.0,2020,Furnished,15,6,5,4,4,High,Yes,Yes,Gym,North,Broker,Under_Construction,1.0,1.0,1,1,1
122978,Karnataka,Bangalore,Locality_202,Independent House,5,2467,432.91,0.18,2008,Unfurnished,17,12,17,8,8,Medium,Yes,Yes,"Clubhouse, Garden, Playground, Pool",West,Owner,Ready_to_Move,0.0,0.5,1,1,0
123078,Karnataka,Bangalore,Locality_85,Villa,3,1985,195.38,0.1,2015,Unfurnished,17,3,10,4,9,High,No,Yes,"Clubhouse, Gym, Pool, Playground",South,Broker,Ready_to_Move,0.0,1.0,0,1,0
123115,Karnataka,Bangalore,Locality_484,Independent House,1,4874,293.68,0.06,2000,Unfurnished,13,22,25,9,5,Low,No,Yes,"Garden, Clubhouse",West,Broker,Ready_to_Move,0.0,0.0,0,1,0
123132,Karnataka,Bangalore,Locality_208,Apartment,4,1061,440.6,0.42,2007,Furnished,30,18,18,1,10,Low,Yes,No,"Pool, Gym, Clubhouse, Garden, Playground",West,Broker,Under_Construction,1.0,0.0,1,0,1
123267,Karnataka,Bangalore,Locality_441,Apartment,2,2639,193.78,0.07,2002,Semi-furnished,12,8,23,9,6,Low,Yes,Yes,"Pool, Gym, Garden, Clubhouse",West,Builder,Under_Construction,0.5,0.0,1,1,1
123401,Karnataka,Bangalore,Locality_417,Independent House,1,531,415.41,0.78,2020,Semi-furnished,6,19,5,8,3,Low,Yes,Yes,"Garden, Playground, Pool, Gym, Clubhouse",West,Broker,Under_Construction,0.5,0.0,1,1,1
123415,Karnataka,Bangalore,Locality_391,Independent House,2,1969,211.59,0.11,1998,Unfurnished,8,9,27,1,6,Low,No,No,Garden,South,Broker,Under_Construction,0.0,0.0,0,0,1
123505,Karnataka,Bangalore,Locality_460,Villa,4,3814,32.74,0.01,1992,Furnished,24,5,33,9,8,Medium,No,No,"Gym, Garden",South,Builder,Under_Construction,1.0,0.5,0,0,1
123535,Karnataka,Bangalore,Locality_296,Villa,3,3601,337.43,0.09,2016,Furnished,24,1,9,5,5,Medium,Yes,Yes,"Pool, Playground, Garden",North,Broker,Ready_to_Move,1.0,0.5,1,1,0
123687,Karnataka,Bangalore,Locality_94,Apartment,1,1962,367.38,0.19,1999,Semi-furnished,2,9,26,3,10,Low,No,Yes,"Playground, Gym, Garden, Pool, Clubhouse",South,Owner,Under_Construction,0.5,0.0,0,1,1
123743,Karnataka,Bangalore,Locality_158,Villa,1,945,438.4,0.46,1998,Furnished,19,21,27,4,1,High,No,Yes,"Playground, Clubhouse",East,Owner,Under_Construction,1.0,1.0,0,1,1
123838,Karnataka,Bangalore,Locality_125,Independent House,5,1184,86.58,0.07,2018,Semi-furnished,5,30,7,4,8,Low,No,Yes,"Playground, Pool, Clubhouse, Garden",South,Builder,Ready_to_Move,0.5,0.0,0,1,0
123863,Karnataka,Bangalore,Locality_296,Villa,5,4682,444.81,0.1,2012,Furnished,0,23,13,6,2,Low,Yes,Yes,"Playground, Pool, Garden, Gym, Clubhouse",North,Broker,Ready_to_Move,1.0,0.0,1,1,0
123883,Karnataka,Bangalore,Locality_45,Apartment,1,1539,412.68,0.27,2006,Unfurnished,20,16,19,5,3,Medium,Yes,No,"Gym, Pool, Playground",East,Owner,Ready_to_Move,0.0,0.5,1,0,0
123944,Karnataka,Bangalore,Locality_307,Independent House,2,4193,255.5,0.06,1990,Semi-furnished,3,19,35,7,7,High,No,Yes,"Pool, Garden, Clubhouse, Gym",West,Builder,Ready_to_Move,0.5,1.0,0,1,0
124050,Karnataka,Bangalore,Locality_249,Independent House,5,1485,283.09,0.19,1992,Furnished,4,27,33,8,2,High,No,No,"Pool, Playground, Gym, Garden, Clubhouse",South,Builder,Ready_to_Move,1.0,1.0,0,0,0
124270,Karnataka,Bangalore,Locality_72,Apartment,4,3285,132.98,0.04,2003,Furnished,22,18,22,6,9,High,No,Yes,"Clubhouse, Garden, Playground, Gym, Pool",North,Owner,Under_Construction,1.0,1.0,0,1,1
124394,Karnataka,Bangalore,Locality_309,Apartment,3,906,151.73,0.17,1999,Furnished,8,22,26,4,8,Medium,Yes,No,"Playground, Clubhouse",West,Owner,Under_Construction,1.0,0.5,1,0,1
